Titulo   Contexto   Fecha   Categoria   Contenido
Alcalde White por violencia en colegios: “Es fundamental el fortalecimiento de la convivencia escolar”   """Sabemos que nuestros niños tienen serias problemáticas respecto a su contención emocional. Por lo tanto desde nuestros colegios creo que se hace fundamental hacer una mesa de trabajo. Nosotros, creo, tenemos que marcar un camino que son orientaciones generales, pero cada colegio es una realidad diferente"", aseguró el edil de San Bernardo."   26.03.2022   educacion   Con el regreso a las clases presenciales de escolares y estudiantes de la educación superior, se han registrado múltiples episodios de violencia que han levantado las alarmas de las autoridades, quienes comienzan a planificar mecanismos para atender los motivos de estos comportamientos y aumentar la seguridad tanto fuera como dentro de los recintos educacionales. Sobre esto se refirió el alcalde de San Bernardo, Christopher White, quien en conversación con CNN Chile, aseguró que los recientes hechos de violencia escolar reflejarían una señal de “auxilio” por parte de las y los jóvenes, producto del complejo proceso de encierro durante los meses más duros de la pandemia. “Nosotros pensamos que es fundamental el fortalecimiento de la convivencia escolar , porque así como en el colegio se aprende lenguaje o matemáticas, también se aprende a convivir. El respeto, la tolerancia, saber que el otro piensa distinto y no por eso voy a terminar agrediéndolo. Ese creo que es un valor fundamental fortalecerlo”, aseveró. El edil además destacó que bajo esa premisa, es que desde la municipalidad se ha impulsado una “mesa intersectorial“, conformada por la Oficina de la Niñez, la Oficina de Protección de Derechos de la Infancia, Previene, Chile Crece Contigo y otros programas municipales. Lee también:Â Celis por quinto retiro: âNo puede ser general porque en definitiva se destruye el sistema de seguridadâ “Sabemos que nuestros niños tienen serias problemáticas respecto a su contención emocional. Por lo tanto desde nuestros colegios creo que se hace fundamental hacer una mesa de trabajo. Nosotros, creo, tenemos que marcar un camino que son orientaciones generales, pero cada colegio es una realidad diferente, por ende cada colegio tiene que tener un espacio de reflexión para fortalecer la convivencia escolar”, aseveró. Asimismo, el alcalde de San Bernardo señaló que -desde su perspectiva- el Gobierno debiese “hacer un plan nacional en esta materia, para entregar recursos frescos, que vayan en directa relación con los jóvenes de los colegios municipales. Nuestros jóvenes cuando salen a recreo en nuestras escuelas, Â¿qué hacen? si no tienen la infraestructura adecuada (…) además tenemos serios problemas para mantener nuestros colegios, porque el sistema educacional en general está desfinanciado, por lo tanto se nos hace muy difícil poder mantener las escuelas”. La autoridad comunal también adelantó que junto a otros alcaldes realizarán una visita al Presidente Boric el próximo lunes para “dejar una carta (…) para poner sobre la mesa esta materia”.
Colegios de la región de Antofagasta que forman para la industria minera   "En Minería 360 conversamos con las autoridades de los colegios Don Bosco Antofagasta y Calama quienes entregaron detalles sobre su rol en la formación y vinculación de los alumnos al rubro minero. ""Es importante tener una educación de calidad, aprender haciendo, aprender experimentando"", indicó Fernando Videla."   26.03.2022   educacion   La minería ha permitido el desarrollo de una amplia cantidad de innovaciones, como así también ser parte de la educación de sus colaboradores y futuras personas que quieran adentrarse en este mundo. En Minería 360, Hector Ramírez; Rector Colegio Técnico Industrial Don Bosco Antofagasta, y Fernando Videla; Administrador del Colegio Don Bosco Calama. âEs importante tener una educación de calidad, aprender haciendo, aprender experimentando. Es super importante además el darle la oportunidad a estas nuevas generaciones de poder participar en los distintos procesos que tienen las distintas empresas que están dentro de la zona de la segunda región y del resto de Chileâ, detalló Videla.
Ante la falta de cupos: Asociación Chilena de Municipalidades y Mineduc presentan Plan de Fortalecimiento de Matrícula   Ante la falta de cupos en establecimientos educacionales que reciben recursos públicos en distintas comunas del país, el Ministerio de Educación presentó el Plan Fortalecimiento de Matrícula e inició un trabajo conjunto con la Asociación Chilena de Municipalidades, la Subsecretaría de la Niñez y el Colegio de Profesores.   25.03.2022   educacion   (Agencia UNO) – Con la colaboración de la Asociación Chilena de Municipalidades (AChM), la Subsecretaría de la Niñez y el Colegio de Profesores, se dio inicio a este plan que busca activar un trabajo conjunto con las y los sostenedores de la educación pública para enfrentar la demanda de cobertura que existe en distintas comunas del país. En la reunión participaron el presidente de la Asociación Chilena de Municipalidades (ACHM) y alcalde de Huechuraba, Carlos Cuadrado, junto al alcalde de Pelarco, Bernardo Vásquez, y el alcalde de Lo Prado, Maximiliano Ríos, presidente y vicepresidente de la Comisión de Educación de la ACHM; la subsecretaria de la Niñez, Rocío Faúndez; y el presidente del Colegio de Profesores, Carlos Díaz, quienes junto al subsecretario de Educación, Nicolás Cataldo, iniciaron esta mesa de trabajo. Carlos Cuadrado, presidente de la ACHM, manifestó que âhay que abordar con diligencia algunas situaciones críticas, que se pueden estar dando en determinadas comunas. Para nosotros ha sido muy fructífera la reunión y nos alegra haber compartido con el Colegio de Profesores, por cuanto hay una visión completa y una voluntad de escuchar y transitar en forma coherente y unida en pos de una mejor calidad de la educación para nuestro paísâ. Por su parte, el presidente de la Comisión de Educación de la ACHM, Bernardo Vásquez, señaló que âla presencialidad nos trajo algunas problemáticas como mayor matrícula, mayor y mejor infraestructura y sobre todo la violencia que se ha visto en los últimos díasâ agregando que âcreo que al momento de reunirnos y armar mesas técnicas, como municipios se nos abre la posibilidad de exponer nuestra realidad, para ayudar a encontrar soluciones viables a estas dificultadesâ. Lee también:Â Boric concede su primer indulto presidencial a joven con cáncer terminal condenado a 10 años de cárcel por robo Ante la falta de cupos en establecimientos educacionales que reciben recursos públicos en distintas comunas del país, el Ministerio de Educación presentó el Plan Fortalecimiento de Matrícula e inició un trabajo conjunto con la Asociación Chilena de Municipalidades, la Subsecretaría de la Niñez y el Colegio de Profesores con el propósito de entregar solución ante esta problemática que afecta a muchas familias. En la instancia, el subsecretario de Educación, Nicolás Cataldo, señaló que âhemos abordado la problemática de la cobertura escolar y estamos trabajando por el déficit de matrícula. Ya hemos trazado una estrategia que vamos a articular junto con los municipios y con los Servicios Locales de Educación con el propósito de ampliar la cobertura en la educación pública, desplegar a nuestros equipos en distintos lugares del país. Esta estrategia también contempla a mediano plazo la inversión en infraestructura para poder habilitar espacios educativos que nos permitan llegar el próximo año sin esta problemática. Para nuestro gobierno la educación pública es una prioridadâ. Plan de Fortalecimiento de Matrícula Desde el 21 de marzo está a disposición de las familias una nueva plataforma: Vacantes Colegios Año Académico 2022, en la que las y los apoderados pueden conocer las vacantes informadas por los establecimientos que pueden ser filtradas por región, comuna y nivel educacional. Esta plataforma permite contactar a las familias cuando se liberan cupos en la comuna y nivel que hayan seleccionado, con lo que se evita que deban trasladarse de forma presencial a las Seremis de su región. Posibilidad de crecimiento de cupos en establecimientos educacionales que reciben aportes del Estado con foco especial en zonas donde se ha detectado mayor demanda de matrícula. A lo largo del país, este plan implica un trabajo territorial para agilizar la solicitud de ampliación de cupos en más de 800 establecimientos. Este trámite lo solicita cada establecimiento al Mineduc. Se puso en marcha un plan de mediano plazo que permitirá ir levantando información desde el Sistema de Admisión Escolar (SAE) sobre el estado de la oferta y demanda de matrícula con el objetivo de buscar soluciones junto a sostenedores para asegurar cupos que permitan resguardar el derecho a la educación de niños, niñas y adolescentes. Además, se levantará un plan de infraestructura focalizada para las comunas donde se requiere ampliar la cobertura.
Javier Torres sobre la prevención del acoso escolar: “Es clave la coordinación entre la escuela y la familiaâ   "En entrevista con CNN Chile, el doctor en Psicología señaló que ""no hay que individualizar las situaciones de violencia. Aquí no hay un agresor puro ni una víctima pura, sino que estos roles van cambiando. En este sentido, el trabajo tiene que ser en todos los niveles: familiar, escolar y comunitario""."   24.03.2022   educacion   A pesar que en 2020 las denuncias por maltrato entre estudiantes disminuyeron en comparación a 2019 a causa de la pandemia, las de ciberacoso aumentaron considerablemente, según el Ministerio de Educación (Mineduc). Ante el retorno a clases presenciales,Â el doctor en PsicologíaÂ Javier Torres Vallejos destacó en entrevista con CNN ChileÂ queÂ âesÂ importante conocer las características que tiene el bullying, ya que no es cualquier tipo de violencia que se da en el ámbito escolar, sino que tiene que ser una situación reiterada donde hay un desequilibrio de poder entre la víctima y el agresorâ. El psicólogo educacional de la Universidad de Santiago de Chile señaló que el ciberbullying “requiere un dominio y un uso de las tecnologías, además de otras características, que lo hacen un poco más difícil de abordarâ. Lee también:Â Dr. Juan Carlos Said: âHoy día el retorno a clases es prioritario para mejorar la salud mental de los niñosâ âAhora que estamos en una situación de carácter presencial, es importante considerar que el ciberbullying no va a desaparecerâ, agregó. Según Torres, hay que abordar estas situaciones de forma integral, ya que âno es solamente el agresor el que es culpable, sino que también tienen que ver muchos factores que están relacionadosâ. âEs relevante considerar las realidades locales y regionales, además de factores escolares que tienen que ver principalmente con lo que ocurre en el espacio escolar, tales como el currículum, la manera de hacer pedagogía y la manera en que damos retroalimentaciónâ, añadió. A la hora de abordar esta situación, el experto señaló que es clave âla coordinación entre la escuela y la familiaâ. âEs importante generar buenos canales de comunicación entre ambos espacios. La comunicación es fundamental para no solamente saber cómo actuar, sino que también para saber cómo detectar algún caso de bullyingâ. Lee también: Ministro de Educación y los nuevos protocolos para los colegios: âNo estamos por eliminar la jornada escolar completaâ Respecto a cómo enseñar a los niños y niñas a afrontar el acoso escolar, el psicólogo afirmó que âcada estudiante es un mundo, así que vamos a tener algunos chicos que son más tímidos y otros que son más extrovertidos. Entonces, la forma en como vamos manejando la situación va a ir cambiandoâ. âNo hay que individualizar estas situaciones de violencia. Aquí no hay un agresor puro ni una víctima pura, sino que estos roles van cambiando. En este sentido, el trabajo tiene que ser en todos los niveles: familiar, escolar y comunitario, no solamente es el trabajo individualâ, zanjó.
Estudiantes se manifiestan a las afueras del Instituto Nacional tras denuncias de acoso sexual en el establecimiento   "Las secundarias llegaron a los exteriores del tradicional colegio de Santiago con la intención de tomarse el establecimiento. La situación ocurrió luego que el Centro de Alumnos del Instituto Nacional entregara una carta al rector Manuel Ogalde Arenas denunciando a un estudiante de tercero medio por ""acoso sexual, acoso callejero, hostigamiento, entre otras vulneraciones""."   23.03.2022   educacion   La mañana de este miércoles, estudiantes de diversos establecimientos de Santiago se reunieron a las afueras del Instituto Nacional para protestar en el marco de las denuncias de acoso sexual contra estudiantes del emblemático establecimiento. Según detalló Radio Biobío, las secundarias llegaron a los exteriores del tradicional colegio de Santiago con la intención de tomarse el establecimiento. Principalmente, se trataría de alumnas de los liceos 1 de Santiago, del Liceo Tajamar y Carmela Carvajal de Providencia. Lee también:Â Alcaldes piden acelerar tramitación del proyecto que permitiría a municipios vender gas “a precio justo” La situación se generó luego que el pasado 21 de marzo, el Centro de Alumnos del Instituto Nacional entregara una carta al rector del establecimiento educacional, Manuel Ogalde Arenas, denunciando a un estudiante de tercer año medio que cuenta con “por lo menos 12 testimonios de respaldo, cuyas temáticas varían entre acoso sexual, acoso callejero, hostigamiento, entre otras vulneraciones”. En ese documento, los estudiantes mostraron su preocupación y pidieron “la suspensión e inicio de proceso de desvinculación del estudiante en cuestión como medida cautelar hasta que se determine la inocencia del mismo”. “Es la única manera de garantizar real seguridad e integridad a cada compañero y compañera de nuestra comunidad”, señalaron.   Ver esta publicación en Instagram   Una publicación compartida de CEIN (@cein.institutonacional) Por su parte, el rector del Instituto Nacional respondió a la misiva de los alumnos, expresando su preocupación frente “a la acción de funa que se llevó a cabo por parte de algunas estudiantes y que de ninguna manera constituye una estrategia reivindicatoria o de reparación o visualización de los problemas, sino que por lo contrario pone en peligro a todos quienes participan y fragmenta los diálogos en nuestra comunidad“. Lee también:Â Interponen querella contra Carabineros tras incidente en Plaza Baquedano y exigen la destitución de Yáñez Además, confirmó que se determinó “el levantamiento de un proceso de investigación para aclarar la responsabilidad del estudiante en los hechos denunciados, durante el tiempo que dure este proceso y hasta no establecer claramente responsabilidades e implicancias el estudiante no asistirá al Instituto Nacional“.   Ver esta publicación en Instagram   Una publicación compartida de CEIN (@cein.institutonacional)
Colegio de Profesores Metropolitano tildó de âinsuficientesâ medidas anunciadas por el Gobierno   "El presidente del gremio de la RM valoró la flexibilidad en la aplicación de la jornada escolar completa y planteó la necesidad de ""establecer un aforo igual para todos"". ""Creemos que con nuestras niñas y niños no se debe experimentar, con ellos se debe ir a la seguraâ, dijo Mario Aguilar."   21.03.2022   educacion   (Agencia UNO) – El presidente del Colegio de Profesores de la Región Metropolitana, Mario Aguilar, calificó de insuficientes las medidas anunciadas esta jornada por el Gobierno en el protocolo de clases presenciales en los establecimientos educacionales. Aguilar valoró la flexibilidad en la aplicación de la jornada escolar completa y que cada comunidad educativa, respecto a su realidad, determine, sin ningún tipo de presión, si la mantiene o no. “Claramente en la mayoría de los colegios en la hora de almuerzo se genera un inconveniente importante y un riesgo mayor de contagio, porque muchos no cuentan con los comedores adecuados para mantener el debido distanciamiento y todas las medidas sanitarias del COVID-19â, afirmó. Lee también:Â Municipalidad de Santiago niega vínculo con polémico mural en Parque San Borja: Defensoría de la Niñez pide evaluar impacto Respecto de los aforos, Aguilar sostuvo que âcreemos que se debe establecer un aforo igual para todos, ya que establecer medidas solo en función de un porcentaje de vacunación, es un riesgo, porque los especialistas han recalcado que la vacuna no previene el contagio, sino que previene la sintomatología. Pero no los contagiosâ El líder docente del Colegio Metropolitano advirtió que âdesde los colegios se puede producir una ola de transmisión del virus, como ha pasado en estos primeros días de clases, en los que se han registrado contagios en un alto número, por lo que no compartimos los dichos del ministro de Educación, quien minimizó las cifras registradas. Creemos que con nuestras niñas y niños no se debe experimentar, con ellos se debe ir a la seguraâ. Aguilar recalcó que âsi bien estas medidas son un avance, todavía son medidas insuficientes, esperamos que se nos escuche, ya que nos basamos en la experiencia concreta y práctica en base de conocer la realidad de las comunidades escolares de Chileâ. Por último, el dirigente espera que la inyección de recursos anunciados, âcomo es la entrega de mascarillas y testeos, ojalá lleguen pronto, ahora, porque se necesitan yaâ, sentenció.
Mineduc y Minsal presentan nuevas medidas para el manejo del COVID-19 en colegios   "El jefe de la cartera de Educación señaló que uno de los objetivos será la promoción de la campaña de vacunación en adultos que trabajan en establecimientos educacionales, ""pero también aquellos niños que están en edad de vacunarse y que no lo han hecho aún""."   21.03.2022   educacion   Los ministerios de Educación y Salud anunciaron cambios en las condiciones de las clases presenciales en el marco del retorno de los estudiantes a las aulas. Las autoridades confirmaron que se mantendrá un aforo sin restricciones, cumplido el 80% de vacunación por sala de clases, con una flexibilización en la jornada escolar completa. El ministro de Educación, Marco Antonio Ãvila, afirmó que “vamos a permitir flexibilizar la jornada escolar completa, las comunidades escolares podrán tomar decisiones con el Consejo Escolar para definir hasta qué hora es la jornada”. Lee también:Â Ministra del Trabajo: “Las 40 horas tienen un sello feminista por la doble carga laboral que tenemos las mujeres” Del mismo modo, el secretario de Estado indicó que “debemos tomarnos al menos unas cuatro semanas para gradualmente ir avanzando hacia la jornada escolar completa de ocho horas”. “Esto no es una redefinición de la jornada escolar completa, la que entendemos podemos revisar en sus contenidos. No estamos diciendo que la jornada escolar completa no va a seguir existiendo, sino que estamos pensando en una adaptación gradual para llegar hasta el total de horas que establece el plan de estudio”, explicó. Respecto a la cantidad de personas inoculadas, el ministro señaló que “queremos acompañar al Minsal en la promoción de una campaña de vacunación de adultos y adultas que atienden a niños y niñas en los establecimientos educacionales, jardines infantiles y salas cuna, pero también aquellos niños que están en edad de vacunarse y que no lo han hecho aún”. Por otro lado, aseguró que durante los próximos días gestionará la compra de elementos de protección personal (mascarillas, alcohol gel y jabón) para los establecimientos educacionales de todo el país. ðº ð¡EN VIVO | Autoridades del Ministerio de Salud y Ministerio de Educación dan a conocer las nuevas medidas y lineamientos sanitarios para la gobernanza de la pandemia en el sistema educativo. https://t.co/qw8sGEBoQC — Ministerio de Salud (@ministeriosalud) March 21, 2022 Las medidas Dentro de las condiciones para poder desarrollar este proceso del regreso a la presencialidad, el gobierno establecerá las siguientes medidas:   Vacunación de estudiantes: Se priorizará la vacunación d niños, niñas y adolescentes durante los mese de abril y mayo. Umbral de vacunación: Desde mayo se exigirá un porcentaje de 80% estudiantes por sala. En caso de alcanzarse, se deberá establecer aforos que permitan respetar la distancia de un metro entre estudiantes. Cuarentena: Los estudiantes que pasen a cuarentena deberán recibir desde el establecimiento un plan de trabajo que se haga cargo del aprendizaje. Flexibilizar la Jornada Escolar Completa: Los establecimientos que durante una primera etapa requieran adaptarse a la presdencialidad podrán solicitar este permiso. Subvención escolar: Se velará porque no se afecte el pago de subvenciones por las variaciones de asistencia que se producen en el contexto de pandemia. Más recursos: Se entregará un fondo a los sostenedores para la compra de elementos de protección personal, como mascarillas y artículos de limpieza. Â¡Tenemos nuevas medidas sanitarias para el año escolar y académico!Con el fin de reactivar el aprendizaje y ocuparnos de la situación integral de los y las estudiantes, estas son las orientaciones que regirán en nuestro sistema educativo.#ConstruyamosEnComunidad pic.twitter.com/jQocySWBNV — Ministerio de Educación (@Mineduc) March 21, 2022
Pdte. del Colegio de Profesores cuestionó anuncios del Minsal: “El aforo es hoy día una necesidad”   El líder gremial, Carlos Díaz, emplazó al Gobierno por los anuncios del Ministerio de Salud para el retorno a clases presenciales, relacionados con la fijación de aforos en base al porcentaje de estudiantes vacunados.   19.03.2022   educacion   Este sábado el presidente del Colegio de Profesoras y Profesores de Chile, Carlos Díaz, se refirió a los anuncio del Ministerio de Salud, respecto a los protocolos y nuevas medidas asociadas al retorno a clases de las y los escolares, bajo el contexto de la pandemia por COVID-19. “Hemos sabido en estas últimas horas que el Minsal está planteando la posibilidad de condicionar el tema de los aforos al porcentaje de alumnos vacunados por curso, cuestión que no hemos solicitado”, aseguró el dirigente. En el mismo comunicado, Díaz de cuenta de su previa solicitud al Ministerio de Educación, respecto a realizar cambios al protocolo para el retorno a la presencialidad, considerando aforos sin condiciones, reducir la jornada escolar completa temporalmente, la entrega de recursos y la instalación de mesas de trabajo territoriales. “Nos parece que el aforo es hoy día una necesidad, indistintamente del porcentaje de alumnos vacunados, dado a lo que hemos vivido y lo que se está hoy día generando en todos los establecimientos educacionales del país, que es un contagio masivo, el cual por supuesto nos preocupa”, planteó. Lee también: Diputado Alinco por quinto retiro: âNo es posible que hoy día le estén echando la culpa a los pobres de nuestro paísâ El presidente del Colegio de Profesores y Profesoras recalcó que el gremio seguirá “insistiendo en que las medidas que hemos pedido, sean las que se implementen por parte del Ministerio de Educación“.
Subsecretarías de Prevención del Delito y de Educación crean mesa de trabajo para resguardar la seguridad en colegios   La medida se enmarca en una agenda de acción inmediata y urgente anunciada por el subsecretario Vergara luego de los hechos ocurridos esta semana en las comunas de Lo Espejo y San Bernardo, donde recintos estudiantiles se vieron obligados a suspender las clases por el uso de armas de fuego en sus inmediaciones.   18.03.2022   educacion   (Agencia UNO)Â – Este viernes, el subsecretario de Prevención del Delito, Eduardo Vergara, y el subsecretario de Educación, Nicolás Cataldo, anunciaron la conformación de la fuerza de trabajo âSeguridad para Estudiarâ, a fin de prevenir delitos y situaciones de violencia en establecimientos educacionales y sus cercanías. La instancia está integrada, además, por la Delegada Presidencial de la RM, Constanza Martínez; la Defensora de la niñez, Patricia Muñoz; los alcaldes de Lo Espejo y San Bernardo, Javiera Reyes y Cristopher White, junto a representantes de Carabineros, la Policía de Investigaciones (PDI) y la Fiscalía. La medida se enmarca en una agenda de acción inmediata y urgente anunciada por el subsecretario Vergara luego de los hechos ocurridos esta semana en las comunas de Lo Espejo y San Bernardo, donde recintos estudiantiles se vieron obligados a suspender las clases por el uso de armas de fuego en sus inmediaciones. Al respecto, el subsecretario Vergara explicó que esta fuerza de trabajo tiene como objetivo principal garantizar que todas las niñas y niños puedan acudir a sus escuelas con seguridad y sin exponerse a riesgos. âConcretamos el compromiso que asumimos de conformar en 48 horas una mesa de trabajo urgente para que inicie el trabajo conjunto con todos los sectores que están involucradosâ, manifestó. Lee también:Â Presidente Boric viajará a Argentina el 5 de abril para conmemorar el Abrazo de Maipú La autoridad detalló que la nueva instancia tiene como objetivo principal que âdonde las niñas, niños y adolescentes no pueden ir a clases por razones de seguridad, estaremos presentes. Actuaremos con urgencia en base al modelo de esta fuerza de tarea operativaâ. âJunto al subsecretario Cataldo, los municipios, la Defensoría de la Niñez, en un trabajo conjunto con las policías, hoy ponemos en marcha esta fuerza de trabajo que tiene como objetivo: hemos solicitado a Carabineros patrullajes preventivos durante estas dos semanas críticas, durante el horario escolar. Bien sabemos que los recursos policiales son escasos, pero le hemos pedido a Carabineros que haga un esfuerzo en esta materia. Posteriormente y en coordinación con los municipios se avanzará en patrullajes mixtosâ, señaló. Asimismo, el subsecretario Vergara informó que solicitó a la PDI âle hemos solicitado nos dé cuenta de cuáles son las bandas existentes en los territorios para con ello elaborar una estrategia para desbaratarlasâ. Indicó además que âal Ministerio Público le hemos pedido que nos informe de cuáles son los focos investigativos en el territorio y que evalúe la posibilidad de abrir focos de investigación en esta materiaâ. Lee también: Â âAbogado de narcosâ explica polémicas fotos: Incluyen a Maya Fernández, Kast, Piñera y Sichel âMi compromiso personal y el de esta Subsecretaría es que estaremos presentes en cualquier rincón de Chile donde las niñas, niños y adolescentes no puedan ir a clases por temas de seguridadâ, aseveró. El martes pasado, el subsecretario Vergara visitó a la alcaldesa de los Espejo para evaluar en terreno la situación que dejó a un colegio y un jardín infantil sin clases, durante tres días. A su vez, el subsecretario de Educación, Nicolás Cataldo, destacó que âcomo primera medida he instruido a la seremi de la RM para que tome contacto con las comunidades escolares recientemente afectadas con el fin de iniciar un trabajo con los Consejos Escolares y así levantar medidasÂ que desde el sector educación podemos implementar acordes a sus realidades localesâ. âPor otra parte, desde la División de Educación General del Ministerio de Educación elaboraremos, a la brevedad, protocolos de actuación y orientaciones preventivas para las comunidades educativas, las que serán compartidas con establecimientos educacionales, con el fin de identificar las acciones que se deberían adoptar frente a una situación de violencia y, a la vez, orientar a los establecimientos respecto a cómo mantener una coordinación con las autoridades locales y los operativos de seguridadâ, indicó. Los incidentes de Lo Espejo tuvieron lugar la madrugada del pasado miércoles, después de que un grupo de cerca de 15 personas detonaran fuegos artificiales y realizaran disparos durante un funeral celebrado a menos de 300 metros del establecimiento educacional. En cuanto a San Bernardo, el miércoles un colegio debió paralizar sus clases a causa de una balacera ocurrida a metros del recinto, mientras que el jueves una pelea de estudiantes frente a un liceo terminó con la ejecución de al menos tres disparos y un funcionario del establecimiento lesionado por una herida cortopunzante tras intentar detener el enfrentamiento.
Verónica Uzcátegui y denuncias de abuso: “Los apoderados tienen que formar parte activa del cumplimiento de protocolos”   "En conversación con CNN Chile, la directora del área de Prevención y Educación de la Fundación para la Confianza reflexionó sobre las denuncias por acoso y abuso que existen en distintos colegios de la RM. En ese sentido, manifestó que ""hay que trabajar directamente con niños, niñas y adolescentes""."   18.03.2022   educacion   El jueves 17 de marzo, cientos de estudiantes se manifestaron por el aumento de casos de acoso, abuso y violencia en establecimientos educacionales de la Región Metropolitana. Ante esto, la directora del área de Prevención y Educación de la Fundación para la Confianza,Â Verónica Uzcátegui, explicó en conversación con CNN ChileÂ que “estamos en un momento histórico en donde podemos hacer cambios”. “No habíamos tenido la oportunidad de abordarlo y, ahora, la respuesta institucional que estamos teniendo es un llamado a un trabajo mancomunado”, afirmó. Lee también:Â Patricia Muñoz y acusaciones de abuso en colegios: âNo hemos recibido denuncias ni peticiones directas en la Defensoríaâ En esa línea,Â Uzcátegui explicó que uno de los focos principales es trabajar con los apoderados. “Muchas veces en los establecimientos los apoderados no se involucran en los procesos y queremos hacer un llamado a la reflexión, tienen que formar parte activa de laÂ sociabilización y cumplimiento de protocolos”, acusó. “El fenómeno del abuso, maltrato y violencia sexual requiere de un trabajo permanente en el que estén involucrados los niños, niñas, agentes educativos, apoderados y políticas públicas desde el gobierno central para que la educación integre temáticas de violencia”, sostuvo. Finalmente, reiteró que para comenzar a solucionar esta situación, se debe “trabajar directamente con niños, niñas y adolescentes. Al mundo adulto nos cuesta permitir que los niños y niñas participen en nuestros espacios de poder, pero si los escuchamos para que formen parte de la búsqueda de soluciones, vamos a llegar a mejores resoluciones”.
Patricia Muñoz y acusaciones de abuso en colegios: âNo hemos recibido denuncias ni peticiones directas en la Defensoríaâ   "La defensora de la Niñez manifestó la preocupación de la entidad por los hechos relatados por las jóvenes y sobre que âlos municipios estén abordando debidamente esta situación""."   17.03.2022   educacion   Ante las acusaciones de acoso y abuso sexual que se han registrado en diferentes colegios de la región Metropolitana, la defensora de la Niñez, Patricia Muñoz, informó que la entidad no ha recibido denuncias ni peticiones directas para enfrentar la situación. Sin embargo, fue enfática en manifestar su preocupación por los relatos y que los municipios estén abordando debidamente los hechos, así como también la Superintendencia de Educación y el Ministerio Público. Lee también:Â Estudiantes secundarias marchan contra la violencia de género en liceos En entrevista con Noticias Express de CNN Chile, la defensora dijo que ânosotros no hemos recibido denuncias ni peticiones directas en la Defensoría de la Niñez. Por lo tanto, el conocimiento que tenemos dice relación con aquellas denuncias que se han abordado directamente desde los municipios a los que he hecho referencia (Providencia y Santiago)â. âA nosotros, de manera directa no nos ha llegado ninguna niña o ninguna familia pidiendo una intervención inmediata, lo que no obsta, por cierto, a lo que lo que mencionaba: nuestra preocupación a que los municipios estén abordando debidamente esta situación y que, en definitiva, tanto la Superintendencia de Educación, como la Fiscalía en aquellos casos que hablamos de agresiones sexuales, desarrollen sus labores con la rapidez que se requiere: brindando una protección efectiva a las víctimas involucradas en estos hechosâ, agregó.
Mineduc suspende las clases en las comunas de Calama, OllagÃ¼e y San Pedro tras intensas precipitaciones   "Las autoridades señalaron que revisarán en terreno las condiciones de las comunas afectadas por la emergencia y durante el transcurso del día estarán ""informando la evolución de esta situación""."   16.03.2022   educacion   Durante la mañana de este miércoles, el Ministerio de Educación (Mineduc) anunció la suspensión de clases en tres comunas de la región de Antofagasta debido a las fuertes precipitaciones que se han registrado en las últimas horas en la provincia de El Loa. Según detallaron las autoridades, las comunas afectadas por esta situación son Calama, OllagÃ¼e y San Pedro. Lee también:Â La primera en el gobierno de Boric: Confech convoca movilización nacional para el 25 de marzo “Debido a las intensas precipitaciones en la provincia de El Loa, se ha informado la suspensión de clases en establecimientos educacionales de las comunas de Calama, OllagÃ¼e y San Pedro“, confirmaron. El Mineduc también señaló que revisarán en terreno las condiciones de las comunas afectadas por la emergencia y durante el transcurso del día estarán “informando la evolución de esta situación”. ð´ Debido a las intensas precipitaciones en la Provincia de El Loa, se ha informado la suspensión de clases en establecimientos educacionales de las comunas de Calama, OllagÃ¼e y San Pedro. Estaremos informando la evolución de esta situación. — Ministerio de Educación (@Mineduc) March 16, 2022
